appraisal_id,organization_name,property_type,loan_type,created_at,qc_versions,revision_exists,lender_revision_exists,minutes_cycle_time,minutes_in_review_v1,minutes_in_queue,rules_run
APR-001272,Forest Appraisal Inc,Multi-Family,PURCHASE,2025-09-09 11:04:14,2,1,False,816,19.0,168,131
APR-001273,Delta Appraisal,Multi-Family,Purchase,2025-08-30 11:04:14,1,1,False,52,41.0,11,141
APR-001274,Forest Appraisal,Manufactured,Purchase ,2025-08-01 11:04:14,2,1,False,618,26.0,231,124
APR-001275,Horizon Appraisal,Single Family,Purchase,2025-07-18 11:04:14,1,0,False,211,15.0,196,124
APR-001276,Forest Appraisal,Townhouse,Purchase,2025-07-29 11:04:14,3,1,True,354,26.0,182,143
APR-001277,River Appraisal,Condo,Purchase,2025-08-19 11:04:14,2,1,False,462,14.0,5,134
APR-001278,Delta Appraisal,Multi-Family,Purchase,2025-08-20 11:04:14,1,1,False,52,41.0,11,154
APR-001279,Delta Appraisal,Multi-Family,Purchase,2025-08-09 11:04:14,1,1,False,55,46.0,9,179
APR-001280,Horizon Appraisal,Townhouse,Purchase,2025-10-14 11:04:14,3,1,False,810,15.0,195,149
APR-001281,River Appraisal,Multi-Family,Refinance,2025-08-21 11:04:14,2,1,True,588,13.0,5,61
APR-001282,Forest Appraisal,Condo,Purchase,2025-09-28 11:04:14,2,1,True,678,26.0,150,131
APR-001283,Ocean Appraisal,Manufactured,Refinance,2025-08-16 11:04:14,2,1,True,240,14.0,7,69
APR-001284,Horizon Appraisal,Condo,Refinance,2025-08-11 11:04:14,1,0,False,141,11.0,130,68
APR-001285,Forest Appraisal,Condo,Purchase,2025-07-18 11:04:14,2,1,True,924,21.0,218,125
APR-001286,Horizon Appraisal,Manufactured,Refinance,2025-10-05 11:04:14,1,0,True,191,,185,75
APR-001287,Delta Appraisal,Townhouse,REFINANCE,2025-09-17 11:04:14,1,0,False,32,19.0,13,81
APR-001288,River Appraisal,Single Family,Purchase,2025-09-27 11:04:14,1,1,False,18,11.0,7,117
APR-001289,Horizon Appraisal,Single Family,Purchase,2025-08-06 11:04:14,1,0,False,163,16.0,147,143
APR-001290,Forest Appraisal,Single Family,Refinance,2025-09-15 11:04:14,2,1,False,516,18.0,156,74
APR-001291,Horizon Appraisal,Townhouse,Refinance,2025-08-19 11:04:14,1,1,True,154,15.0,139,54
APR-001292,River Appraisal,Townhouse,Purchase,2025-08-18 11:04:14,1,1,True,24,20.0,4,172
APR-001293,Ocean Appraisal,Manufactured,Refinance,2025-08-30 11:04:14,1,0,True,17,6.0,11,81
APR-001294,Forest Appraisal,Manufactured,Purchase,2025-10-08 11:04:14,3,1,False,2172,21.0,127,135
APR-001295,Forest Appraisal,Townhouse,HELOC,2025-08-22 11:04:14,2,1,False,462,20.0,238,100
APR-001296,River Appraisal,Multi-Family,Purchase,2025-09-17 11:04:14,1,1,False,23,19.0,4,136
APR-001297,Ocean Appraisal,Multi-Family,Refinance,2025-08-22 11:04:14,1,0,False,20,13.0,7,79
APR-001298,Forest Appraisal,Townhouse,Refinance,2025-10-06 11:04:14,1,1,False,198,21.0,177,69
APR-001299,Horizon Appraisal,Multi-Family,Refinance,2025-09-28 11:04:14,2,1,False,594,9.0,149,51
APR-001300,Ocean Appraisal,Condo,Purchase,2025-08-29 11:04:14,1,1,True,51,45.0,6,146
APR-001301,River Appraisal,Townhouse,Purchase,2025-08-23 11:04:14,2,1,False,438,15.0,5,108
APR-001302,Delta Appraisal,Multi-Family,Refinance,2025-08-20 11:04:14,1,0,False,29,17.0,12,98
APR-001303,River Appraisal,Multi-Family,Purchase,2025-09-21 11:04:14,2,1,False,672,17.0,4,149
APR-001304,Horizon Appraisal,Condo,Purchase,2025-07-19 11:04:14,1,1,True,157,26.0,131,113
APR-001305,Forest Appraisal,Single Family,Refinance,2025-10-14 11:04:14,1,0,True,215,13.0,202,81
APR-001306,Forest Appraisal,Single Family,Purchase,2025-07-30 11:04:14,2,1,False,708,14.0,143,138
APR-001307,Ocean Appraisal,Manufactured,HELOC,2025-09-15 11:04:14,2,1,False,486,26.0,9,122
APR-001308,Ocean Appraisal,Manufactured,Purchase,2025-09-05 11:04:14,1,1,False,46,36.0,10,142
APR-001309,Ocean Appraisal,Condo,Purchase,2025-10-04 11:04:14,1,1,False,36,28.0,8,116
APR-001310,Ocean Appraisal,Townhouse,Refinance,2025-09-04 11:04:14,1,0,True,21,13.0,8,76
APR-001311,Forest Appraisal,Multi-Family,Purchase,2025-08-22 11:04:14,1,1,True,209,35.0,174,139
APR-001312,Forest Appraisal,Single Family,Purchase,2025-08-07 11:04:14,1,0,False,156,28.0,128,133
APR-001313,Ocean Appraisal,Multi-Family,Refinance,2025-08-27 11:04:14,2,1,False,366,11.0,11,65
APR-001314,Horizon Appraisal,Townhouse,HELOC,2025-09-24 11:04:14,1,0,True,182,7.0,175,95
APR-001315,Delta Appraisal,Manufactured,Purchase,2025-10-14 11:04:14,2,1,True,756,41.0,8,157
APR-001316,Forest Appraisal Co.,Manufactured,Purchase,2025-09-13 11:04:14,1,0,False,255,17.0,238,128
APR-001317,Horizon Appraisals,Manufactured,Refinance,2025-10-06 11:04:14,1,0,True,142,6.0,136,79
APR-001318,River Appraisal,Manufactured,HELOC,2025-09-16 11:04:14,1,1,False,21,15.0,6,112
APR-001319,Forest Appraisal,Townhouse,Refinance,2025-09-11 11:04:14,1,0,False,138,10.0,128,61
APR-001320,River Appraisal Inc.,Townhouse,Purchase,2025-08-05 11:04:14,1,1,False,27,23.0,4,135
APR-001321,Ocean Appraisal,Townhouse,Purchase,2025-08-03 11:04:14,2,1,False,762,25.0,10,130
APR-001322,River Appraisal,Multi-Family,Purchase,2025-07-18 11:04:14,1,1,False,34,29.0,5,146
APR-001323,Horizon Appraisal,Townhouse,Purchase,2025-09-10 11:04:14,2,1,True,426,11.0,158,127
APR-001324,Delta Review,Manufactured,Purchase,2025-07-17 11:04:14,1,1,False,48,39.0,9,159
APR-001325,River Appraisal,Multi-Family,Purchase,2025-09-26 11:04:14,3,1,False,720,11.0,5,130
APR-001326,Horizon Appraisal,Multi-Family,Purchase,2025-10-07 11:04:14,1,0,False,148,14.0,134,158
APR-001327,Horizon Appraisal,Multi-Family,Purchase,2025-07-27 11:04:14,1,1,False,163,33.0,130,118
APR-001328,Forest Appraisal,Townhouse,purchase,2025-10-03 11:04:14,1,1,True,176,30.0,146,134
APR-001329,River Appraisal,Townhouse,Purchase,2025-09-23 11:04:14,2,1,False,840,9.0,6,142
APR-001330,Horizon Appraisal,Condo,Purchase,2025-07-25 11:04:14,1,1,False,243,26.0,217,120
APR-001331,Forest Appraisal,Multi-Family,Purchase,2025-10-06 11:04:14,2,1,True,2256,31.0,149,125
APR-001332,Delta Appraisal,Manufactured,Purchase,2025-10-14 11:04:14,1,1,False,49,37.0,12,149
APR-001333,Horizon Appraisal,Condo,Purchase,2025-07-19 11:04:14,1,1,False,192,26.0,166,119
APR-001334,Ocean Appraisal,Condo,HELOC,2025-07-19 11:04:14,1,1,False,35,28.0,7,97
APR-001335,Ocean Appraisal LLC,Multi-Family,Purchase,2025-08-02 11:04:14,1,1,False,34,26.0,8,122
APR-001336,Ocean Appraisal LLC,Single Family,Purchase,2025-08-05 11:04:14,1,1,False,40,31.0,9,130
APR-001337,Horizon Appraisal,Townhouse,Purchase,2025-09-08 11:04:14,1,1,True,235,27.0,208,145
APR-001338,Horizon Appraisal,Single Family,HELOC,2025-09-14 11:04:14,1,0,False,159,8.0,151,94
APR-001339,River Appraisal,Single Family,Purchase,2025-08-04 11:04:14,1,1,False,30,23.0,7,111
APR-001340,River Appraisal,Manufactured,Purchase,2025-07-26 11:04:14,1,0,False,21,14.0,7,146
APR-001341,Horizon Appraisal Co.,Multi-Family,Purchase,2025-08-18 11:04:14,2,1,False,738,18.0,110,119
APR-001342,Ocean Appraisal,Multi-Family,Purchase,2025-08-17 11:04:14,1,1,True,40,31.0,9,133
APR-001343,Horizon Appraisal,Condo,Purchase,2025-07-21 11:04:14,2,1,False,1146,25.0,203,141
APR-001344,Horizon Appraisal,Manufactured,Refinance,2025-07-29 11:04:14,5,1,False,582,19.0,193,68
APR-001345,Forest Appraisal,Townhouse,Purchase,2025-10-12 11:04:14,1,1,False,162,36.0,126,145
APR-001346,River Appraisal,Manufactured,Purchase,2025-07-22 11:04:14,3,1,False,720,22.0,4,141
APR-001347,Delta Appraisal,Townhouse,Purchase,2025-09-16 11:04:14,1,1,True,62,47.0,15,143
APR-001348,Forest Appraisal,Condo,Purchase,2025-07-23 11:04:14,1,0,False,165,23.0,142,156
APR-001349,Ocean Appraisal Inc.,Townhouse,Purchase,2025-09-10 11:04:14,1,0,True,38,27.0,11,157
APR-001350,Ocean Appraisal,Manufactured,Purchase,2025-08-21 11:04:14,1,0,False,27,20.0,7,142
APR-001351,Ocean Appraisal,Single Family,Refinance,2025-08-17 11:04:14,1,0,True,20,11.0,9,79
APR-001352,Ocean Appraisal,Multi-Family,Refinance,2025-10-13 11:04:14,1,0,True,21,11.0,10,64
APR-001353,Delta-Appraisal,Condo,Purchase,2025-07-28 11:04:14,1,1,False,46,36.0,10,133
APR-001354,Forest Appraisal,Manufactured,Purchase,2025-10-12 11:04:14,1,1,False,250,27.0,223,97
APR-001355,River Appraisal,Single Family,HELOC,2025-10-05 11:04:14,3,1,False,762,13.0,6,114
APR-001356,Ocean Appraisal,Manufactured,Refinance,2025-08-05 11:04:14,1,0,False,17,8.0,9,70
APR-001357,Ocean Appraisal,Townhouse,Purchase,2025-08-15 11:04:14,1,1,False,35,28.0,7,113
APR-001358,Delta Appraisal,Multi-Family,Refinance,2025-08-30 11:04:14,2,1,True,1038,19.0,14,88
APR-001359,Forest Appraisal,Townhouse,Purchase,2025-09-03 11:04:14,1,1,True,232,26.0,206,135
APR-001360,Forest Appraisal,Multi-Family,PURCHASE,2025-07-22 11:04:14,2,1,True,2154,24.0,166,146
APR-001361,Horizon Appraisal,Multi-Family,Refinance,2025-09-24 11:04:14,1,0,True,209,7.0,202,62
APR-001362,Forest Appraisal,Townhouse,Purchase,2025-09-24 11:04:14,2,1,True,558,25.0,130,142
APR-001363,River Appraisal,Manufactured,Purchase,2025-08-21 11:04:14,1,0,False,9,5.0,4,125
APR-001364,Delta Appraisal,Condo,Purchase,2025-09-22 11:04:14,2,1,False,1254,36.0,12,166
APR-001365,Horizon Appraisal,Manufactured,Purchase,2025-08-19 11:04:14,2,1,False,1362,21.0,211,125
APR-001366,River Appraisal,Manufactured,Purchase,2025-10-06 11:04:14,3,1,False,600,13.0,4,126
APR-001367,Horizon Appraisal,Manufactured,Refinance,2025-07-19 11:04:14,2,1,False,1554,12.0,197,68
APR-001368,River Appraisals LLC,Townhouse,Purchase,2025-08-16 11:04:14,3,1,False,456,15.0,6,127
APR-001369,Ocean Appraisal,Multi-Family,Refinance,2025-09-23 11:04:14,1,0,True,27,18.0,9,79
APR-001370,Forest Appraisal,Manufactured,Purchase,2025-09-18 11:04:14,2,1,True,1332,18.0,187,133
APR-001371,Forest Appraisal,Multi-Family,Refinance,2025-08-27 11:04:14,2,1,True,1098,7.0,216,61
APR-001372,River Appraisal,Single Family,Purchase,2025-09-21 11:04:14,1,0,False,16,9.0,7,131
APR-001373,Ocean Appraisal,Condo,Refinance,2025-08-02 11:04:14,1,0,True,21,14.0,7,61
APR-001374,Ocean Appraisal,Condo,Purchase,2025-09-17 11:04:14,1,1,False,41,34.0,7,132
APR-001375,Ocean Appraisal,Multi-Family,Purchase,2025-10-07 11:04:14,1,1,False,43,37.0,6,138
APR-001376,Horizon Appraisal,Manufactured,Refinance,2025-10-14 11:04:14,1,0,True,148,5.0,143,79
APR-001377,River Appraisal,Manufactured,Purchase,2025-08-14 11:04:14,1,1,False,30,23.0,7,146
APR-001378,Ocean Appraisal,Multi-Family,Purchase,2025-08-12 11:04:14,1,1,False,43,35.0,8,128
APR-001379,Ocean Appraisal Inc.,Single Family,Refinance,2025-10-06 11:04:14,1,0,False,19,10.0,9,63
APR-001380,River Appraisal,Townhouse,Purchase,2025-09-08 11:04:14,1,0,False,18,14.0,4,133
APR-001381,Ocean Appraisal,Manufactured,Refinance,2025-08-20 11:04:14,1,0,True,19,12.0,7,87
APR-001382,Ocean Appraisal,Single Family,Refinance,2025-08-24 11:04:14,2,1,True,396,15.0,10,71
APR-001383,Forest Appraisal,Single Family,HELOC,2025-07-29 11:04:14,2,1,True,546,10.0,121,104
APR-001384,Forest Appraisal,Condo,Purchase,2025-08-10 11:04:14,1,1,True,196,32.0,164,129
APR-001385,Delta Appraisal,Condo,Refinance,2025-09-27 11:04:14,2,1,False,456,24.0,11,75
APR-001386,Delta Appraisal,Single Family,Refinance,2025-09-08 11:04:14,1,0,True,27,18.0,9,85
APR-001387,Delta Appraisal,Multi-Family,Purchase,2025-09-13 11:04:14,1,1,False,52,41.0,11,142
APR-001388,Ocean Appraisal,Manufactured,Purchase,2025-08-09 11:04:14,1,1,False,46,36.0,10,167
APR-001389,Horizon Appraisal,Condo,Refinance,2025-10-09 11:04:14,1,0,True,148,6.0,142,69
APR-001390,Delta Appraisal LLC,Townhouse,HELOC,2025-09-11 11:04:14,1,0,False,28,19.0,9,110
APR-001391,River Appraisal,Townhouse,Purchase,2025-08-27 11:04:14,2,1,False,672,18.0,5,139
APR-001392,Horizon Appraisal,Townhouse,Refinance,2025-09-10 11:04:14,1,0,True,118,6.0,112,70
APR-001393,Delta Appraisal,Condo,Purchase,2025-09-24 11:04:14,4,1,False,1044,32.0,10,135
APR-001394,Horizon Appraisal,Townhouse,Refinance,2025-08-18 11:04:14,2,1,True,240,8.0,165,61
APR-001395,Horizon Appraisal,Single Family,Purchase,2025-09-05 11:04:14,1,1,False,150,19.0,131,104
APR-001396,Ocean Appraisal,Single Family,HELOC,2025-10-01 11:04:14,1,1,True,36,29.0,7,96
APR-001397,Delta Appraisal,Single Family,purchase,2025-08-24 11:04:14,2,1,False,540,31.0,8,167
APR-001398,River Appraisal,Townhouse,HELOC,2025-08-13 11:04:14,2,1,False,642,8.0,5,87
APR-001399,Ocean Appraisal Inc.,Townhouse,Refinance,2025-10-13 11:04:14,1,0,True,19,9.0,10,53
APR-001400,Delta Appraisal,Manufactured,Purchase,2025-09-28 11:04:14,3,1,False,1422,42.0,8,178
APR-001401,Forest Appraisal,Townhouse,Purchase,2025-09-13 11:04:14,1,1,False,155,35.0,120,140
APR-001402,Forest Appraisal,Manufactured,Purchase,2025-09-01 11:04:14,3,1,True,702,31.0,159,140
APR-001403,Forest Appraisal,Single Family,Purchase,2025-08-24 11:04:14,1,0,True,229,20.0,209,152
APR-001404,Delta Appraisal,Single Family,Purchase,2025-08-13 11:04:14,2,1,True,900,18.0,11,156
APR-001405,River Appraisal,Multi-Family,Purchase,2025-08-08 11:04:14,1,0,True,17,10.0,7,99
APR-001406,Delta Appraisal,Manufactured,Refinance,2025-07-29 11:04:14,5,1,False,528,30.0,13,77
APR-001407,River Appraisal,Multi-Family,Purchase,2025-09-28 11:04:14,1,0,False,14,9.0,5,143
APR-001408,Ocean Appraisal,Townhouse,Refinance,2025-08-28 11:04:14,2,1,True,300,16.0,9,86
APR-001409,Horizon Appraisals,Condo,Purchase,2025-08-01 11:04:14,1,1,False,156,33.0,123,130
APR-001410,Delta Appraisal,Multi-Family,HELOC,2025-10-06 11:04:14,1,0,True,36,26.0,10,111
APR-001411,Ocean Appraisal,Townhouse,Refinance,2025-07-22 11:04:14,1,0,True,19,8.0,11,70
APR-001412,Delta Appraisal LLC,Manufactured,Refinance,2025-08-27 11:04:14,1,0,True,31,20.0,11,85
APR-001413,Forest Appraisal,Multi-Family,Purchase,2025-10-11 11:04:14,1,0,False,198,22.0,176,152
APR-001414,Horizon Appraisal,Manufactured,Refinance,2025-09-28 11:04:14,2,1,False,486,5.0,219,77
APR-001415,Ocean Appraisal,Multi-Family,Purchase,2025-08-23 11:04:14,1,1,False,36,25.0,11,0
APR-001416,Forest Appraisal,Multi-Family,Purchase,2025-07-27 11:04:14,1,1,True,205,31.0,174,0
APR-001417,Delta Appraisal,Multi-Family,Refinance,2025-09-25 11:04:14,3,1,True,1104,16.0,15,77
APR-001418,River Appraisal,Multi-Family,Purchase,2025-09-19 11:04:14,1,0,False,10,5.0,5,130
APR-001419,Forest Appraisal,Manufactured,Refinance,2025-09-16 11:04:14,1,0,False,245,7.0,238,71
APR-001420,Forest Appraisal,Manufactured,Purchase,2025-10-08 11:04:14,1,0,True,214,25.0,189,153
APR-001421,Forest Appraisal,Condo,Purchase,2025-09-22 11:04:14,1,1,True,224,,197,167
APR-001422,Forest Appraisal,Townhouse,Purchase,2025-09-10 11:04:14,1,0,False,222,27.0,195,144
APR-001423,Delta Appraisal,Multi-Family,Purchase,2025-10-10 11:04:14,2,1,False,1188,40.0,15,159
APR-001424,Horizon Appraisal,Townhouse,Purchase,2025-08-10 11:04:14,2,1,True,894,15.0,188,118
APR-001425,River Appraisal Inc.,Townhouse,Purchase,2025-07-20 11:04:14,1,1,False,27,23.0,4,160
APR-001426,Forest Appraisal,Multi-Family,HELOC,2025-10-03 11:04:14,1,0,True,158,16.0,142,118
APR-001427,Delta Appraisal,Condo,Purchase,2025-07-22 11:04:14,1,1,False,60,46.0,14,174
APR-001428,Forest Appraisal,Single Family,Refinance,2025-08-05 11:04:14,2,1,False,678,9.0,158,79
APR-001429,"Ocean Appraisal, Inc.",Manufactured,Refinance,2025-08-17 11:04:14,1,0,True,21,12.0,9,73
APR-001430,Forest Appraisal Inc,Single Family,Refinance,2025-08-22 11:04:14,1,0,False,173,9.0,164,87
APR-001431,River Appraisal,Townhouse,Purchase,2025-07-31 11:04:14,2,1,False,534,17.0,6,162
APR-001432,Horizon Appraisal,Condo,Refinance,2025-08-28 11:04:14,2,1,False,474,9.0,213,74
APR-001433,Delta Appraisal,Manufactured,Purchase,2025-09-24 11:04:14,3,1,False,1182,36.0,10,168
APR-001434,River Appraisal Inc.,Condo,Purchase,2025-10-04 11:04:14,1,0,True,13,7.0,6,103
APR-001435,Ocean Appraisal,Manufactured,Refinance,2025-10-09 11:04:14,1,0,False,22,13.0,9,79
APR-001436,Ocean Appraisal,Townhouse,Purchase,2025-07-24 11:04:14,1,1,False,31,24.0,7,132
APR-001437,Forest Appraisal,Townhouse,Refinance,2025-10-04 11:04:14,1,1,False,142,18.0,124,69
APR-001438,Ocean Appraisal Inc.,Single Family,Refinance,2025-07-18 11:04:14,1,0,True,14,6.0,8,73
APR-001439,Horizon Appraisal,Townhouse,Refinance,2025-10-09 11:04:14,3,1,False,546,5.0,159,50
APR-001440,Ocean Appraisal Inc.,Multi-Family,Purchase,2025-10-08 11:04:14,2,1,False,480,34.0,10,155
APR-001441,Forest Appraisal,Single Family,HELOC,2025-09-20 11:04:14,1,0,True,224,21.0,203,90
APR-001442,River Appraisal,Manufactured,Purchase,2025-10-01 11:04:14,2,1,True,552,11.0,7,115
APR-001443,Ocean Appraisal,Multi-Family,Purchase,2025-09-19 11:04:14,1,1,True,51,40.0,11,131
APR-001444,Delta Appraisal,Single Family,heloc,2025-07-19 11:04:14,1,1,False,39,29.0,10,116
APR-001445,Forest Appraisal,Townhouse,HELOC,2025-08-25 11:04:14,1,1,False,237,23.0,214,84
APR-001446,Horizon Appraisal,Single Family,Purchase,2025-08-06 11:04:14,1,1,False,155,27.0,128,139
APR-001447,River Appraisal,Townhouse,Purchase,2025-08-31 11:04:14,1,0,False,11,6.0,5,110
APR-001448,Forest Appraisal,Townhouse,Heloc,2025-09-19 11:04:14,2,1,False,312,24.0,133,100
APR-001449,Ocean Appraisal,Single Family,Refinance,2025-09-04 11:04:14,1,1,True,39,28.0,11,90
APR-001450,Delta Appraisal,Condo,HELOC,2025-08-14 11:04:14,1,1,False,48,35.0,13,108
APR-001451,River Appraisal,Condo,Refinance,2025-10-09 11:04:14,1,0,False,9,5.0,4,61
APR-001452,Ocean Appraisal,Manufactured,Refinance,2025-09-21 11:04:14,1,0,True,22,14.0,8,74
APR-001453,Forest Appraisal,Condo,Purchase,2025-09-28 11:04:14,3,1,False,1236,28.0,181,118
APR-001454,Horizon Appraisal,Townhouse,HELOC,2025-10-02 11:04:14,2,1,True,390,13.0,121,109
APR-001455,Horizon Appraisal,Condo,Refinance,2025-08-12 11:04:14,1,0,False,162,11.0,151,73
APR-001456,Delta Appraisal,Condo,Purchase ,2025-08-11 11:04:14,2,1,False,732,30.0,13,156
APR-001457,River Appraisal,Condo,Purchase,2025-09-22 11:04:14,1,1,False,27,20.0,7,0
APR-001458,Horizon Appraisal Co.,Manufactured,HELOC,2025-08-04 11:04:14,1,1,False,130,15.0,115,112
APR-001459,Forest Appraisals,Manufactured,Purchase,2025-09-26 11:04:14,2,1,True,942,22.0,178,136
APR-001460,Ocean Appraisal,Single Family,Purchase,2025-08-04 11:04:14,1,1,True,34,26.0,8,119
APR-001461,River Appraisal,Multi-Family,Refinance,2025-09-07 11:04:14,1,0,False,9,5.0,4,60
APR-001462,River Appraisal,Townhouse,Purchase,2025-10-06 11:04:14,1,0,False,13,7.0,6,142
APR-001463,Forest Appraisal,Condo,Refinance,2025-07-30 11:04:14,1,0,True,173,13.0,160,72
APR-001464,Forest Appraisal,Manufactured,Purchase,2025-10-03 11:04:14,1,0,True,165,16.0,149,116
APR-001465,River-Appraisal,Condo,Purchase,2025-10-03 11:04:14,1,1,False,17,12.0,5,144
APR-001466,Delta Appraisal,Single Family,Purchase,2025-10-12 11:04:14,1,1,False,62,47.0,15,165
APR-001467,River Appraisal,Condo,Purchase,2025-09-16 11:04:14,2,1,False,528,19.0,6,128
APR-001468,Delta Appraisal,Townhouse,Refinance,2025-09-15 11:04:14,2,1,False,1188,18.0,10,62
APR-001469,Forest Appraisal,Multi-Family,Refinance,2025-09-17 11:04:14,2,1,True,690,11.0,221,100
APR-001470,Forest Appraisal,Single Family,Purchase,2025-08-14 11:04:14,2,1,True,990,11.0,196,112
APR-001471,Horizon Appraisal,Townhouse,Refinance,2025-07-18 11:04:14,1,0,False,146,13.0,133,66
APR-001472,Horizon Appraisal,Condo,Purchase,2025-10-10 11:04:14,1,0,True,183,13.0,170,130
APR-001473,Forest Appraisal,Manufactured,Purchase,2025-09-11 11:04:14,2,1,False,540,15.0,179,158
APR-001474,Horizon Appraisal,Condo,Refinance,2025-09-13 11:04:14,1,0,True,132,6.0,126,65
APR-001475,Horizon Appraisal,Manufactured,Purchase,2025-07-22 11:04:14,1,1,False,241,32.0,209,124
APR-001476,Horizon Appraisal,Manufactured,Refinance,2025-09-05 11:04:14,1,0,False,206,7.0,199,77
APR-001477,Delta Appraisal,Single Family,Refinance,2025-09-22 11:04:14,1,0,False,20,12.0,8,78
APR-001478,Delta Appraisal,Single Family,Purchase,2025-09-13 11:04:14,1,1,False,52,39.0,13,149
APR-001479,Forest Appraisal Inc,Single Family,Purchase,2025-09-05 11:04:14,1,1,False,236,32.0,204,143
APR-001480,Delta Appraisal LLC,Single Family,Purchase,2025-10-05 11:04:14,5,1,False,864,42.0,11,149
APR-001481,Forest Appraisal,Townhouse,Purchase,2025-09-05 11:04:14,1,1,True,175,-20.0,147,126
APR-001482,River Appraisal,Townhouse,Purchase,2025-09-09 11:04:14,1,1,False,22,17.0,5,122
APR-001483,Delta Appraisal,Manufactured,HELOC,2025-10-13 11:04:14,1,0,False,32,22.0,10,122
APR-001484,Forest Appraisal,Multi-Family,Purchase,2025-10-07 11:04:14,3,1,True,480,28.0,227,138
APR-001485,Ocean Appraisal,Condo,Refinance,2025-07-31 11:04:14,3,1,False,240,13.0,11,71
APR-001486,Delta Appraisal,Manufactured,HELOC,2025-10-14 11:04:14,1,0,True,32,22.0,10,108
APR-001487,Forest Appraisal,Multi-Family,Purchase ,2025-08-27 11:04:14,1,0,False,245,20.0,225,112
APR-001488,Ocean Appraisal,Condo,Purchase,2025-09-30 11:04:14,1,1,True,31,23.0,8,121
APR-001489,Horizon Appraisal,Condo,Purchase,2025-08-27 11:04:14,3,1,False,1056,21.0,168,131
APR-001490,Ocean Appraisal,Townhouse,Purchase,2025-09-12 11:04:14,2,1,False,498,39.0,11,148
APR-001491,Ocean Appraisal,Manufactured,Refinance,2025-09-04 11:04:14,2,1,False,282,17.0,9,59
APR-001492,Delta Appraisal,Manufactured,HELOC,2025-09-03 11:04:14,2,1,False,966,21.0,15,103
APR-001493,Horizon Appraisal,Townhouse,Purchase,2025-08-07 11:04:14,3,1,False,918,19.0,190,97
APR-001494,Delta Appraisal,Condo,Refinance,2025-08-05 11:04:14,1,0,True,22,12.0,10,71
APR-001495,Forest Appraisal Inc,Multi-Family,Purchase,2025-07-23 11:04:14,1,1,True,230,24.0,206,92
APR-001496,River Appraisal,Townhouse,Purchase,2025-09-12 11:04:14,1,1,False,20,16.0,4,136
APR-001497,Forest Appraisal,Condo,Purchase,2025-08-02 11:04:14,1,1,True,216,31.0,185,122
APR-001498,Ocean Appraisal,Single Family,Refinance,2025-08-18 11:04:14,3,1,False,906,18.0,6,83
APR-001499,Horizon Appraisal,Manufactured,Refinance,2025-09-18 11:04:14,1,0,True,146,8.0,138,69
APR-001500,Ocean Appraisal,Condo,Refinance,2025-09-18 11:04:14,1,1,False,31,21.0,10,76
APR-001501,Forest Appraisal,Multi-Family,Purchase,2025-09-15 11:04:14,1,0,True,195,24.0,171,140
APR-001502,Horizon Appraisal,Manufactured,Purchase,2025-10-01 11:04:14,2,1,False,906,13.0,128,148
APR-001503,Ocean Appraisal,Townhouse,Purchase,2025-09-25 11:04:14,1,1,True,49,39.0,10,175
APR-001504,Delta Appraisal,Single Family,Refinance,2025-08-12 11:04:14,2,1,False,1128,21.0,10,83
APR-001505,Forest Appraisal,Townhouse,Purchase,2025-10-08 11:04:14,5,1,True,432,28.0,120,88
APR-001506,Ocean Appraisal,Manufactured,Purchase,2025-07-21 11:04:14,1,1,False,29,22.0,7,128
APR-001507,Delta Appraisal,Single Family,Purchase,2025-07-28 11:04:14,1,1,False,44,32.0,12,157
APR-001508,Ocean Appraisal LLC,Condo,Refinance,2025-08-08 11:04:14,2,1,False,360,10.0,8,68
APR-001509,River Appraisal,Manufactured,Purchase,2025-10-13 11:04:14,1,1,False,23,18.0,5,142
APR-001510,Delta Appraisal,Multi-Family,Refinance,2025-08-08 11:04:14,1,0,False,31,19.0,12,87
APR-001511,Delta Appraisal,Single Family,Purchase,2025-07-21 11:04:14,1,1,True,56,47.0,9,150
APR-001512,River Appraisal,Single Family,Purchase,2025-09-03 11:04:14,1,1,False,26,20.0,6,140
APR-001513,Horizon Appraisal,Townhouse,Refinance,2025-07-25 11:04:14,1,0,True,157,12.0,145,74
APR-001514,Horizon Appraisal,Townhouse,Purchase ,2025-10-13 11:04:14,1,0,False,159,5.0,154,101
APR-001515,River Appraisal,Condo,Purchase ,2025-09-22 11:04:14,1,0,False,16,11.0,5,160
APR-001516,Forest Appraisal Inc,Manufactured,Refinance,2025-07-30 11:04:14,1,0,False,229,12.0,217,65
APR-001517,Delta Appraisal,Manufactured,HELOC,2025-09-16 11:04:14,1,1,False,44,36.0,8,121
APR-001518,River Appraisal,Townhouse,Purchase,2025-08-26 11:04:14,1,1,False,31,24.0,7,127
APR-001519,Delta Appraisal,Townhouse,Refinance,2025-10-04 11:04:14,1,0,False,19,9.0,10,60
APR-001520,Forest Appraisal,Manufactured,Refinance,2025-09-18 11:04:14,2,1,True,768,7.0,238,83
APR-001521,Horizon Appraisal,Manufactured,Refinance,2025-08-09 11:04:14,1,0,True,164,6.0,158,58
APR-001522,Forest Appraisal,Single Family,Refinance,2025-08-10 11:04:14,2,1,False,1164,15.0,167,63
APR-001523,Ocean Appraisal,Single Family,Purchase,2025-10-05 11:04:14,1,1,False,53,46.0,7,145
